Program identifier,Target name,Right Ascension,Declination,Instrument,Dispersive Element,Phase Start,Phase End,Observing Mode,Scan Rate,Visit identifier,Date/Time Start,Date/Time End,Orbits,Status,PI name,Proprietary Period (Months),Direct image,White light curve,XY drift map
15304,TRAPPIST-1/2MASS-J23062928-0502285,23:06:30.3400,-05:02:36.44,WFC3/IR,G141,0.00000,0.00110,Forward,0.020,02,Sep 24 2019 11:03:46,Sep 24 2019 16:40:40,4,Archived,deWit,0,Yes,Yes,Yes
15304,TRAPPIST-1/2MASS-J23062928-0502285,23:06:30.3400,-05:02:36.44,WFC3/IR,G141,N/A,N/A,Forward,0.020,03,Jul 19 2018 18:22:47,Jul 20 2018 00:06:43,4,Archived,deWit,0,Yes,Yes,Yes
15304,TRAPPIST-1/2MASS-J23062928-0502285,23:06:30.3400,-05:02:36.44,WFC3/IR,G141,0.00000,0.00110,Forward,0.020,04,Jul 20 2020 18:12:22,Jul 20 2020 23:50:43,4,Archived,deWit,0,N/A,N/A,N/A
15333,HD-3167,00:34:57.5241,+04:22:53.28,WFC3/IR,G141,0.99050,0.99280,Roundtrip,0.429,01,Jul 20 2018 10:25:10,Jul 20 2018 20:51:21,7,Archived,Crossfield,0,Yes,Yes,Yes
15333,HD-3167,00:34:57.5241,+04:22:53.28,WFC3/IR,G141,0.99050,0.99280,Roundtrip,0.429,02,Jun 20 2018 15:15:30,Jun 21 2018 01:42:58,7,Failed,Crossfield,0,Yes,Yes,Yes
15333,HD-3167,00:34:57.5241,+04:22:53.28,WFC3/IR,G141,0.99050,0.99280,Roundtrip,0.429,03,May 21 2018 18:31:12,May 22 2018 05:05:22,7,Archived,Crossfield,0,Yes,Yes,Yes
15333,HD-3167,00:34:57.5241,+04:22:53.28,WFC3/IR,G141,0.99050,0.99280,Roundtrip,0.429,04,Sep 11 2019 06:57:42,Sep 11 2019 17:30:13,7,Failed,Crossfield,0,Yes,Yes,Yes
15333,HD-3167,00:34:57.5241,+04:22:53.28,WFC3/IR,G141,0.99046,0.99280,Roundtrip,0.429,54,Jul 05 2020 19:14:23,Jul 06 2020 05:44:38,7,Archived,Crossfield,0,N/A,N/A,N/A
15333,HD-3167,00:34:57.5241,+04:22:53.28,WFC3/IR,G141,0.99050,0.99280,Roundtrip,0.429,05,Aug 12 2019 10:26:16,Aug 12 2019 20:52:05,7,Archived,Crossfield,0,Yes,Yes,Yes
15333,HD-3167,00:34:57.5241,+04:22:53.28,WFC3/IR,G141,0.99050,0.99280,Roundtrip,0.429,47,Jun 13 2019 18:39:17,Jun 14 2019 05:11:54,7,Archived,Crossfield,0,Yes,Yes,Yes
15333,HD-106315,12:13:53.3940,-00:23:36.54,WFC3/IR,G141,0.99020,0.99220,Roundtrip,0.213,11,Nov 30 2018 16:35:39,Dec 01 2018 01:27:21,6,Archived,Crossfield,0,Yes,Yes,Yes
15333,HD-106315,12:13:53.3940,-00:23:36.54,WFC3/IR,G141,0.99020,0.99220,Forward,0.213,12,Jun 15 2018 05:43:41,Jun 15 2018 14:47:02,6,Failed,Crossfield,0,Yes,Yes,Yes
15333,HD-106315,12:13:53.3940,-00:23:36.54,WFC3/IR,G141,0.99020,0.99220,Roundtrip,0.213,13,Dec 21 2018 17:57:22,Dec 22 2018 02:46:36,6,Archived,Crossfield,0,Yes,Yes,Yes
15333,HD-106315,12:13:53.3940,-00:23:36.54,WFC3/IR,G141,0.99020,0.99220,Roundtrip,0.213,14,Feb 01 2019 20:29:51,Feb 02 2019 05:27:45,6,Archived,Crossfield,0,Yes,Yes,Yes
15333,HD-106315,12:13:53.3940,-00:23:36.54,WFC3/IR,G141,0.99020,0.99220,Roundtrip,0.213,48,Nov 23 2019 16:20:17,Nov 24 2019 01:10:18,6,Archived,Crossfield,0,Yes,Yes,Yes
15333,HIP-41378,08:26:27.8490,+10:04:49.35,WFC3/IR,G141,0.98465,0.98725,Roundtrip,0.250,21,Jan 14 2018 14:15:46,Jan 15 2018 00:40:42,7,Archived,Crossfield,0,Yes,Yes,Yes
15333,HIP-41378,08:26:27.8490,+10:04:49.35,WFC3/IR,G141,0.98465,0.98725,Roundtrip,0.250,22,May 03 2018 14:04:59,May 04 2018 00:35:26,7,Archived,Crossfield,0,Yes,Yes,Yes
15333,HIP-41378,08:26:27.8490,+10:04:49.35,WFC3/IR,G141,0.98465,0.98725,Roundtrip,0.250,24,Dec 16 2019 07:32:17,Dec 16 2019 17:53:51,7,Failed,Crossfield,0,N/A,N/A,N/A
15333,HIP-41378,08:26:27.8490,+10:04:49.35,WFC3/IR,G141,0.98465,0.98725,Roundtrip,0.250,36,Feb 16 2020 14:36:51,Feb 17 2020 01:04:38,7,Failed,Crossfield,0,Yes,Yes,Yes
15333,HIP-41378,08:26:27.8490,+10:04:49.35,WFC3/IR,G141,0.98370,0.98725,Roundtrip,0.250,56,May 20 2020 00:31:37,May 20 2020 10:59:24,7,Archived,Crossfield,0,Yes,Yes,Yes
15333,BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.98400,0.98900,Roundtrip,0.365,25,Sep 30 2018 12:55:20,Sep 30 2018 17:06:04,3,Archived,Crossfield,0,Yes,Yes,Yes
15333,BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.98400,0.98900,Forward,0.365,37,Nov 24 2017 10:37:43,Nov 24 2017 14:55:46,3,Archived,Crossfield,0,Yes,Yes,Yes
15333,BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.98400,0.98900,Forward,0.365,38,Dec 19 2017 06:37:18,Dec 19 2017 10:48:58,3,Archived,Crossfield,0,Yes,Yes,Yes
15333,BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.98650,0.98950,Roundtrip,0.365,39,Sep 25 2019 06:19:22,Sep 25 2019 10:20:32,3,Archived,Crossfield,0,Yes,Yes,Yes
15333,BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.98400,0.98900,Forward,0.365,40,Nov 25 2018 08:32:40,Nov 25 2018 12:45:38,3,Archived,Crossfield,0,Yes,Yes,Yes
15333,BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.98650,0.98950,Roundtrip,0.365,41,Nov 01 2019 11:23:20,Nov 01 2019 15:17:02,3,Archived,Crossfield,0,Yes,Yes,Yes
15333,BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.98482,0.98900,Roundtrip,0.365,42,Nov 20 2019 01:45:23,Nov 20 2019 05:46:29,3,Archived,Crossfield,0,Yes,Yes,Yes
15333,BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.98650,0.98972,Roundtrip,0.365,43,Jan 08 2020 17:19:13,Jan 08 2020 21:26:58,3,Archived,Crossfield,0,Yes,Yes,Yes
15333,BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.98650,0.98950,Roundtrip,0.365,44,Oct 01 2019 11:33:00,Oct 01 2019 15:43:45,3,Archived,Crossfield,0,Yes,Yes,Yes
15333,BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.98650,0.98950,Roundtrip,0.365,45,Nov 26 2019 07:01:41,Nov 26 2019 11:13:55,3,Archived,Crossfield,0,Yes,Yes,Yes
15333,BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.98650,0.98950,Roundtrip,0.365,46,Dec 02 2020 09:49:39,Dec 02 2020 13:58:34,3,Archived,Crossfield,0,N/A,N/A,N/A
15333,TOI-674/2MASSJ10582099-3651292,10:58:20.9947,-36:51:29.20,WFC3/IR,G141,0.92000,0.93100,Forward,0.043,58,Jul 10 2020 03:08:59,Jul 10 2020 08:51:47,4,Archived,Crossfield,0,N/A,N/A,N/A
15333,TOI-674/2MASSJ10582099-3651292,10:58:20.9947,-36:51:29.20,WFC3/IR,G141,0.92000,0.93100,Roundtrip,0.043,59,Jul 12 2020 02:47:55,Jul 12 2020 08:32:19,4,Archived,Crossfield,0,N/A,N/A,N/A
15333,TOI-674/2MASSJ10582099-3651292,10:58:20.9947,-36:51:29.20,WFC3/IR,G141,0.92000,0.93100,Roundtrip,0.043,60,Jul 25 2020 22:56:50,Jul 26 2020 04:40:33,4,Archived,Crossfield,0,N/A,N/A,N/A
15428,GJ-9827/BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.81500,0.82500,Forward,0.365,01,Sep 21 2018 11:27:27,Sep 21 2018 18:34:53,5,Failed,Hedges,3,Yes,Yes,Yes
15428,GJ-9827/BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.82552,0.83421,Roundtrip,0.365,02,Sep 26 2019 10:47:01,Sep 26 2019 18:01:21,5,Archived,Hedges,3,Yes,Yes,Yes
15428,GJ-9827/BD-02-5958,23:27:04.8365,-01:17:10.58,WFC3/IR,G141,0.81752,0.82621,Roundtrip,0.365,03,Oct 05 2020 05:24:38,Oct 05 2020 12:35:30,5,Archived,Hedges,3,N/A,N/A,N/A
15469,WASP-96/2MASS-J00041112-4721382,00:04:11.1240,-47:21:38.25,WFC3/IR,G102,0.93700,0.94000,Forward,0.013,01,Sep 06 2018 07:07:45,Sep 06 2018 14:26:23,5,Failed,Nikolov,0,Yes,Yes,Yes
15469,WASP-96/2MASS-J00041112-4721382,00:04:11.1240,-47:21:38.25,WFC3/IR,G102,0.93700,0.94000,Forward,0.013,51,Dec 18 2018 01:29:23,Dec 18 2018 08:47:23,5,Archived,Nikolov,0,Yes,Yes,Yes
15469,WASP-96/2MASS-J00041112-4721382,00:04:11.1240,-47:21:38.25,WFC3/IR,G141,0.93700,0.94000,Forward,0.022,02,Dec 28 2018 08:03:49,Dec 28 2018 15:14:50,5,Archived,Nikolov,0,Yes,Yes,Yes
15685,2MASS-J19432996+5059289/2MASS-J19432996+5059289,19:43:29.9686,+50:59:29.06,WFC3/IR,G141,0.99795,0.99812,Forward,0.024,01,May 03 2019 18:38:59,May 05 2019 03:21:29,21,Archived,Vanderburg,0,N/A,N/A,N/A
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,0.97400,0.97630,Forward,0.217,01,Jun 02 2019 08:59:32,Jun 02 2019 10:03:54,1,Failed,Beatty,3,N/A,N/A,N/A
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,N/A,N/A,Forward,0.217,02,Jun 02 2019 10:32:57,Jun 02 2019 11:37:19,1,Failed,Beatty,3,N/A,N/A,N/A
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,N/A,N/A,Forward,0.217,03,Jun 02 2019 12:08:10,Jun 02 2019 13:12:32,1,Failed,Beatty,3,N/A,N/A,N/A
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,N/A,N/A,Forward,0.217,04,Jun 02 2019 13:43:24,Jun 02 2019 14:47:46,1,Failed,Beatty,3,Yes,Yes,Yes
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,0.97200,0.97800,Forward,0.215,05,Nov 12 2019 05:54:21,Nov 12 2019 06:58:43,1,Archived,Beatty,3,N/A,N/A,N/A
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,N/A,N/A,Forward,0.215,06,Nov 12 2019 07:29:37,Nov 12 2019 08:33:59,1,Archived,Beatty,3,N/A,N/A,N/A
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,N/A,N/A,Forward,0.215,07,Nov 12 2019 09:04:53,Nov 12 2019 10:09:15,1,Archived,Beatty,3,N/A,N/A,N/A
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,N/A,N/A,Forward,0.215,08,Nov 12 2019 10:46:29,Nov 12 2019 11:50:51,1,Archived,Beatty,3,N/A,N/A,N/A
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,0.97200,0.97630,Forward,0.215,51,Aug 07 2019 19:18:04,Aug 07 2019 20:22:26,1,Archived,Beatty,3,Yes,Yes,Yes
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,N/A,N/A,Forward,0.215,52,Aug 07 2019 20:37:44,Aug 07 2019 21:47:10,1,Archived,Beatty,3,Yes,Yes,Yes
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,N/A,N/A,Forward,0.215,53,Aug 07 2019 22:13:04,Aug 07 2019 23:22:30,1,Archived,Beatty,3,Yes,Yes,Yes
15698,HD-219666,23:18:13.6299,-56:54:14.04,WFC3/IR,G141,N/A,N/A,Forward,0.215,54,Aug 07 2019 23:48:24,Aug 08 2019 00:57:50,1,Archived,Beatty,3,Yes,Yes,Yes
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Roundtrip,1.030,30,Oct 20 2020 07:28:29,Oct 20 2020 08:28:32,1,Failed,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,0.97753,0.98639,Forward,1.030,31,Oct 20 2020 09:03:48,Oct 20 2020 10:04:10,1,Failed,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,32,Oct 20 2020 10:39:07,Oct 20 2020 11:39:29,1,Failed,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,33,Oct 20 2020 12:14:26,Oct 20 2020 13:14:48,1,Failed,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,34,Oct 20 2020 13:49:45,Oct 20 2020 14:50:07,1,Failed,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,35,Oct 20 2020 15:25:04,Oct 20 2020 16:25:26,1,Failed,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,36,Oct 20 2020 17:00:24,Oct 20 2020 18:00:46,1,Failed,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,37,Oct 20 2020 18:35:43,Oct 20 2020 19:36:05,1,Failed,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,38,Oct 20 2020 20:11:02,Oct 20 2020 21:11:24,1,Failed,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,39,Oct 20 2020 21:46:21,Oct 20 2020 22:46:43,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,40,Oct 20 2020 23:21:40,Oct 21 2020 00:22:02,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,41,Oct 21 2020 00:56:59,Oct 21 2020 01:43:06,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,42,Oct 21 2020 02:32:18,Oct 21 2020 03:18:25,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,43,Oct 21 2020 04:07:37,Oct 21 2020 04:56:48,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,44,Oct 21 2020 05:42:56,Oct 21 2020 06:35:50,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,45,Oct 21 2020 07:18:15,Oct 21 2020 08:11:49,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,46,Oct 21 2020 08:53:34,Oct 21 2020 09:53:56,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,47,Oct 21 2020 10:28:53,Oct 21 2020 11:29:15,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,48,Oct 21 2020 12:04:12,Oct 21 2020 13:04:34,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,49,Oct 21 2020 13:39:31,Oct 21 2020 14:39:53,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,50,Oct 21 2020 15:14:50,Oct 21 2020 16:15:12,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,51,Oct 21 2020 16:50:09,Oct 21 2020 17:50:31,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,52,Oct 21 2020 18:25:28,Oct 21 2020 19:25:50,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,53,Oct 21 2020 20:00:46,Oct 21 2020 21:01:08,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,54,Oct 21 2020 21:36:05,Oct 21 2020 22:36:27,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,55,Oct 21 2020 23:11:24,Oct 22 2020 00:11:46,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,56,Oct 22 2020 00:46:43,Oct 22 2020 01:29:06,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,57,Oct 22 2020 02:22:02,Oct 22 2020 03:08:09,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,58,Oct 22 2020 03:57:21,Oct 22 2020 04:46:12,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,59,Oct 22 2020 05:32:40,Oct 22 2020 06:25:14,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15813,HD-209458/V-V376-PEG,22:03:10.8053,+18:53:03.27,WFC3/IR,G141,N/A,N/A,Forward,1.030,60,Oct 22 2020 07:07:59,Oct 22 2020 08:01:33,1,Archived,Mikal-Evans,0,N/A,N/A,N/A
15814,TOI-270,04:33:39.7202,-51:57:22.44,WFC3/IR,G141,0.00044,0.00524,Forward,0.111,08,Feb 24 2020 23:54:25,Feb 25 2020 04:15:18,3,Archived,Mikal-Evans,0,N/A,N/A,N/A
15814,TOI-270,04:33:39.7202,-51:57:22.44,WFC3/IR,G141,0.00044,0.00524,Forward,0.111,14,Apr 21 2020 14:31:45,Apr 21 2020 18:52:57,3,Archived,Mikal-Evans,0,Yes,Yes,Yes
15814,TOI-270,04:33:39.7202,-51:57:22.44,WFC3/IR,G141,0.00044,0.00524,Forward,0.111,62,Oct 02 2020 18:50:18,Oct 02 2020 23:08:18,3,Archived,Mikal-Evans,0,N/A,N/A,N/A
15814,TOI-270,04:33:39.7202,-51:57:22.44,WFC3/IR,G141,0.00041,0.00221,Forward,0.111,65,Oct 06 2020 18:13:02,Oct 06 2020 22:33:24,3,Archived,Mikal-Evans,0,N/A,N/A,N/A
15820,HD-195689,20:31:26.3759,+39:56:20.10,WFC3/IR,G141,0.34000,0.36300,Forward,0.438,01,Nov 09 2019 00:13:46,Nov 09 2019 09:11:10,6,Failed,Pino,6,Yes,Yes,Yes
15820,HD-195689,20:31:26.3759,+39:56:20.10,WFC3/IR,G141,0.34000,0.36300,Forward,0.438,H1,Jan 25 2020 01:34:55,Jan 25 2020 10:30:18,6,Archived,Pino,6,Yes,Yes,Yes
15836,TIC441420236/V-AU-MIC-1,20:45:09.5324,-31:20:27.24,WFC3/IR,G141,0.96560,0.96720,Roundtrip,3.380,07,Aug 29 2021 04:43:05,Aug 29 2021 05:38:25,1,Archived,Newton,6,N/A,N/A,N/A
15836,TIC441420236/V-AU-MIC-1,20:45:09.5324,-31:20:27.24,WFC3/IR,G141,N/A,N/A,Roundtrip,3.380,08,Aug 29 2021 06:18:12,Aug 29 2021 07:14:16,1,Archived,Newton,6,N/A,N/A,N/A
15836,TIC441420236/V-AU-MIC-1,20:45:09.5324,-31:20:27.24,WFC3/IR,G141,N/A,N/A,Roundtrip,3.380,09,Aug 29 2021 07:53:29,Aug 29 2021 08:49:33,1,Archived,Newton,6,N/A,N/A,N/A
15836,TIC441420236/V-AU-MIC-1,20:45:09.5324,-31:20:27.24,WFC3/IR,G141,N/A,N/A,Roundtrip,3.380,10,Aug 29 2021 09:28:46,Aug 29 2021 10:24:50,1,Archived,Newton,6,N/A,N/A,N/A
15836,TIC441420236/V-AU-MIC-1,20:45:09.5324,-31:20:27.24,WFC3/IR,G141,N/A,N/A,Roundtrip,3.380,11,Aug 29 2021 11:04:03,Aug 29 2021 12:00:07,1,Archived,Newton,6,N/A,N/A,N/A
15836,TIC441420236/V-AU-MIC-1,20:45:09.5324,-31:20:27.24,WFC3/IR,G141,N/A,N/A,Roundtrip,3.380,12,Aug 29 2021 12:39:20,Aug 29 2021 13:35:24,1,Archived,Newton,6,N/A,N/A,N/A
